claim_id,date_claimed,actor,country,actor_category,claim_verbatim,topic_tag,platform,post_url,archived_url,verdict,verdict_source,source_url,source_date,views,reposts,likes,platform_corrected,claim_status,electoral_political_impact,notes
US::JV_0019,2024-07-31,JD Vance,United States,Primary,"""[Vice President Harris] cast her vote to maintain NAFTA the trade agreement that transferred American employment opportunities to Mexico.""",economy/foreign policy,Rally speech,,,False,Washington Post Fact Checker,https://www.washingtonpost.com/politics/2024/08/02/jd-vances-false-claim-that-harris-voted-preserve-nafta/,2024-08-02,,,,no,fact-checked,,WaPo (Glenn Kessler): Harris was California AG when NAFTA was renegotiated and became USMCA; she did not vote to 'preserve' NAFTA. Harris is also a free-trade sceptic. Rated False. Rally in Glendale Arizona Jul 31 2024.
US::JV_0020,2024-07-29,JD Vance,United States,Primary,"""How did we get to a point where Kamala Harris is calling on ending the child tax credit?""",economy,TV interview,,,Pants on Fire!,PolitiFact,https://www.politifact.com/factchecks/2024/jul/30/jd-vance/kamala-harris-has-worked-to-expand-the-child-tax-c/,2024-07-30,,,,no,fact-checked,,PolitiFact: Harris has never called to end the child tax credit - on the contrary the Biden-Harris administration expanded it in 2021 and Harris repeatedly pushed Congress to make the expansion permanent. PolitiFact: 'Not only wrong but ridiculous.' Pants on Fire! Context: Vance was defending his 'childless cat ladies' remark made on Fox News in 2021.
US::JV_0021,2025-11-13,JD Vance,United States,Primary,"Housing is expensive ""because we flooded the country with 30 million illegal immigrants"" and because of a housing shortage.",immigration/economy,TV interview,,,Mostly False,PolitiFact,https://www.politifact.com/factchecks/2025/nov/20/jd-vance/housing-affordability-supply-illegal-immigrants/,2025-11-20,,,,no,fact-checked,,PolitiFact: Pew/DHS estimates put undocumented immigrants at 12-14 million as of 2023 - less than half of 30 million cited. Expert (Univ Washington): unauthorized immigration adds less than 0.5% to home costs vs 46% from mortgage rate increases. 'The contribution of unauthorized immigration to housing affordability problems is about 1/100 the magnitude of the impact of higher interest rates.' Mostly False. Interview on Fox News with Sean Hannity Nov 13 2025.
US::JV_0022,2025-04-08,JD Vance,United States,Primary,"""Our Social Security system reveals that 40 percent of those reaching out are engaging in fraudulent activities. Consequently this implies that the 60 percent who genuinely require their Social Security payments are left waiting.""",economy,Press conference,,,False (whopper),Washington Post Fact Checker,https://www.washingtonpost.com/politics/2025/04/08/vance-social-security-fraud-false/,2025-04-08,,,,no,fact-checked,,WaPo (Glenn Kessler): the 40% fraud figure was wildly inaccurate and misrepresented internal Social Security Administration data. Headline describes it as a 'whopper.' Rated False.
US::JV_0023,2025-10-15,JD Vance,United States,Primary,"""Political violence, it's just a statistical fact that it's a bigger problem on the left.""",other,Podcast,,,Mostly False,PolitiFact,https://www.politifact.com/factchecks/2025/oct/20/jd-vance/Trump-Charlie-Kirk-political-violence-left-right/,2025-10-20,,,,no,fact-checked,,PolitiFact: CSIS study of 750 terrorist attacks 1994-July 2025 found left-wing attacks outnumbered right-wing only in the first half of 2025. For the preceding 30+ years right-wing attacks predominated. Left-wing attacks killed 13 victims in the past decade vs 112 for right-wing. Stated on The Charlie Kirk Show podcast Oct 15 2025. Mostly False.
US::JV_0024,2024-09-09,JD Vance,United States,Primary,"Second Springfield post (Sep 10 debate day): ""Do you know what's confirmed? That a child was murdered by a Haitian migrant who had no right to be here."" (Referring to Aiden Clark's death.)",immigration/crime,X/Twitter,https://x.com/JDVance/status/1833561837835432052,,False,PolitiFact,https://www.politifact.com/article/2024/sep/16/4-fact-checks-from-jd-vances-cnn-interview-with-da/,2024-09-16,16000000,,,no,fact-checked,Post received approximately 16 million views per Washington Post analysis.,PolitiFact: Aiden Clark's parents explicitly stated their son 'was not murdered. He was accidentally killed by an immigrant from Haiti.' The Haitian driver was convicted of involuntary manslaughter and vehicular homicide - not murder. Vance's use of 'murdered' contradicts the family's own public statement and the court verdict. Also corroborated by WaPo: https://www.washingtonpost.com/politics/2024/09/19/day-by-day-how-jd-vance-tweeted-misinformation-about-springfield/
US::JV_0025,2024-09-15,JD Vance,United States,Primary,"""[Harris] used two programs to wave a wand and to say we're not going to deport those people here"" - and ""if Kamala Harris waves the wand illegally and says these people are now here legally, I'm still going to call them an illegal alien.""",immigration,Rally speech,,,False,PolitiFact,https://www.politifact.com/factchecks/2024/oct/03/jd-vance/immigration-experts-say-jd-vance-is-wrong-haitians/,2024-10-03,,,,no,fact-checked,,PolitiFact and immigration experts: TPS and humanitarian parole are statutory programmes established by Congress - not unilateral acts by Harris. TPS for Haiti was first established in 2010 under Obama. PolitiFact: Haitians under these programmes are legally present. False.
US::JV_0026,2024-09-09,JD Vance,United States,Primary,"Months ago, I raised the issue of Haitian illegal immigrants draining social services and generally causing chaos all over Springfield, Ohio. Reports now show that people have had their pets abducted and eaten by people who shouldn't be in this country. Where is our border czar?",immigration,X/Twitter post,https://x.com/JDVance/status/1833148904864465117,,False,PolitiFact,https://www.politifact.com/factchecks/2024/sep/09/social-media/authorities-rebut-claims-that-haitian-immigrants-a/,2024-09-23,11500000,28000,101000,No,fact-checked,PolitiFact named this claim series its 2024 Lie of the Year,Springfield city manager confirmed the same day that the claims were baseless. No credible reports of pets being stolen or eaten were received by local police. Vance's staffer was told this before he posted.
US::JV_0028,2024-09-15,JD Vance,United States,Primary,"Donald Trump had two choices. He could have destroyed the program [ACA], or he could actually build upon it and make it better so that Americans didn't lose a lot of health care. He chose to build upon a plan, even though it came from his Democratic predecessor.",healthcare,TV interview (Fox News),,,False,PolitiFact,https://www.politifact.com/factchecks/2024/sep/20/jd-vance/vance-misleads-trump-tried-to-take-the-aca-down-no/,2024-09-20,,,,No,fact-checked,,"PolitiFact found Trump cut ACA outreach funding by millions, enabled short-term plans that undermined ACA markets, and vocally backed congressional efforts to repeal the law. The record directly contradicts Vance's claim."
US::JV_0029,2024-07-28,JD Vance,United States,Primary,How did we get to this place where Kamala Harris is calling for an end to the child tax credit?,economy,TV interview (Fox News),,,Pants on Fire!,PolitiFact,https://www.politifact.com/factchecks/2024/jul/30/jd-vance/kamala-harris-has-worked-to-expand-the-child-tax-c/,2024-07-30,,,,No,fact-checked,Widely cited in campaign coverage July-August 2024,PolitiFact found Harris has consistently supported expanding the child tax credit; the Biden-Harris administration expanded it in 2021 via the American Rescue Plan. Vance's claim is the opposite of reality.
US::JV_0030,2024-08-25,JD Vance,United States,Primary,"Anything that you lose on the tariff from the perspective of the consumer, you gain in higher wages, so you're ultimately much better off.",economy/tariffs,TV interview (NBC Meet the Press),,,False,PolitiFact,https://www.politifact.com/factchecks/2024/aug/29/jd-vance/most-economists-and-analyses-say-jd-vance-is-wrong/,2024-08-29,,,,Unknown,fact-checked,,PolitiFact found 94-95% of economists across four decades of surveys agreed tariffs reduce general economic welfare. Multiple academic studies confirm consumers bear most of the cost with no offsetting wage gains.
US::JV_0031,2024-08-25,JD Vance,United States,Primary,"If you go back to the Trump presidency, we had 12,000 factories that were built during Donald Trump's presidency.",economy,TV interview (NBC Meet the Press),,,Four Pinocchios,Washington Post Fact Checker,https://www.washingtonpost.com/politics/2024/08/28/vance-trump-factories-manufacturing-biden/,2024-08-28,,,,Unknown,fact-checked,,WaPo found the figure refers to small BLS manufacturing establishments — over 80% employ five or fewer people and include bakeries and tailors. Biden's record on the same metric was substantially better. Trump had repeated this debunked claim 15 times during his presidency.
US::JV_0032,2024-08-03,JD Vance,United States,Primary,[Harris] wants to take away your ability to eat red meat.,economy/food,Rally speech,,,False,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.36E74YX,2024-08-14,,,,No,fact-checked,,AFP found no evidence Harris supports banning red meat. Her 2019 statement said she would support revising dietary guidelines — not outlawing food. The Dietary Guidelines do not outlaw products.
US::JV_0033,2024-10-01,JD Vance,United States,Primary,"Donald Trump salvaged The Affordable Care Act, better known as Obamacare, claiming it had been collapsing.",healthcare,Debate (VP debate CBS News),,,False,AFP Fact Check,https://factcheck.afp.com/doc.afp.com.36J23AG,2024-10-02,,,,No,fact-checked,,AFP confirmed the Trump administration repeatedly tried to repeal the ACA and asked the Supreme Court to overturn it in 2020. The court rejected the action in 2021. Trump cut ACA outreach and enrollment assistance throughout his term.
US::JV_0034,2024-10-01,JD Vance,United States,Primary,Vice President Harris became the appointed border czar.,immigration,Debate (VP debate CBS News),,,False,AP Fact Check,https://apnews.com/article/debate-walz-vance-misinformation-fact-check-a3f67b1fdef425038dfac9267861247c,2024-10-01,,,,No,fact-checked,,AP confirmed Harris was tasked with diplomatic engagement on root causes of Northern Triangle migration — not border enforcement. DHS Secretary Mayorkas led immigration enforcement. The 'border czar' label was a Republican framing Harris explicitly rejected.
US::JV_0035,2024-10-01,JD Vance,United States,Primary,"If we actually care about getting cleaner air and cleaner water, the best thing to do is to double down and invest in American workers and the American people. And unfortunately, Kamala Harris has done exactly the opposite.",climate,Debate (VP debate CBS News),,,False,AP Fact Check,https://apnews.com/article/debate-walz-vance-misinformation-fact-check-a3f67b1fdef425038dfac9267861247c,2024-10-01,,,,No,fact-checked,,AP found the Biden administration made $370 billion available for climate policy through the IRA — the largest-ever federal investment in domestic clean energy manufacturing and utilisation.
US::JV_0036,2024-10-01,JD Vance,United States,Primary,We are the cleanest economy in the entire world.,climate/environment,Debate (VP debate CBS News),,,False,Washington Post Fact Checker,https://www.washingtonpost.com/politics/2024/10/02/fact-check-vp-debate-vance-walz/,2024-10-02,,,,No,fact-checked,,WaPo found the US ranked 17th globally on environmental health per the Yale/Columbia Environmental Performance Index in 2024. The US placed 27th on air quality and 9th on water and sanitation.
US::JV_0037,2025-04-01,JD Vance,United States,Primary,Kilmar Armando Abrego Garcia was a convicted MS-13 gang member.,immigration/crime,X/Twitter post,,,False,PolitiFact,https://www.politifact.com/factchecks/2025/apr/02/jd-vance/jd-vance-falsely-says-maryland-man-deported-to/,2025-04-02,,,,No,fact-checked,,PolitiFact found Abrego Garcia has never been convicted of any crime per his attorney and court records. Two federal judges ruled government evidence of gang affiliation was unsupported; it relied on clothing and a since-fired officer's information.
US::JV_0038,2025-03-10,JD Vance,United States,Primary,"Under the previous administration the cost of a median-price home in America more than doubled, and that was just in four years.",economy/housing,Speech (National League of Cities),,,Mostly True,PolitiFact,https://www.politifact.com/factchecks/2025/mar/12/jd-vance/did-the-cost-of-buying-a-home-double-under-joe-bid/,2025-03-12,,,,Unknown,fact-checked,,PolitiFact found four government/private metrics show home prices alone rose 18-37% under Biden — far short of doubling. Only when elevated mortgage rates are factored in does the total cost roughly double. PolitiFact rates this Mostly True as misleading without that critical context.
US::JV_0039,2025-09-28,JD Vance,United States,Primary,Democrats are threatening to shut down the entire government because they want to give hundreds of billions of dollars of health care benefits to illegal aliens.,immigration/healthcare,TV interview (Fox News Sunday),,,False,PolitiFact,https://www.politifact.com/factchecks/2025/oct/01/jd-vance/government-shutdown-Democrats-immigrant-healthcare/,2025-10-01,,,,Unknown,fact-checked,,"PolitiFact found immigrants in the US illegally are largely ineligible for Medicare, Medicaid and ACA marketplace coverage. Democrats' proposal would restore coverage for legal immigrants losing access under Republicans' new tax law — not create new benefits for undocumented people."
US::JV_0040,2026-01-22,JD Vance,United States,Primary,Right now we're focused on Minneapolis because that's where we have the highest concentration of people who have violated our immigration laws.,immigration,Press conference (Minneapolis),,,False,PolitiFact,https://www.politifact.com/factchecks/2026/jan/28/jd-vance/why-ice-in-Minneapolis-immigration-population/,2026-01-28,,,,Unknown,fact-checked,,PolitiFact found 78 US metro areas have a higher concentration of unauthorized immigrants than Minneapolis. The Minneapolis metro area undocumented share (2.4%) is well below the 4.1% national figure. Vance provided no evidence when asked.
US::JV_0041,2024-08-16,JD Vance,United States,Primary,"Kamala Harris wants to give $25,000 to illegal aliens to buy American homes.",immigration/economy,X/Twitter post,,,False,PolitiFact,https://www.politifact.com/factchecks/2024/aug/22/jd-vance/jd-vances-false-claim-that-harris-wants-to-give-im/,2024-08-22,,,,No,fact-checked,,PolitiFact found Harris's first-time homebuyer assistance proposal did not specify that undocumented immigrants would qualify. Vance added the phrase 'illegal aliens' with no factual basis; Harris's campaign explicitly stated undocumented immigrants would not be eligible.
US::JV_0042,2024-10-16,JD Vance,United States,Primary,Did Donald Trump lose the election? Not by the measure I would use. ... I don't think Donald Trump lost the 2020 election.,elections/voter fraud,TV interview,,,Pants on Fire!,PolitiFact,https://www.politifact.com/factchecks/2024/oct/17/jd-vance/fact-check-here-is-how-we-know-vances-statement-th/,2024-10-17,,,,Unknown,fact-checked,Highly significant — denial of 2020 election result by VP nominee in final weeks of 2024 campaign,"PolitiFact found Trump's own Attorney General, election officials in all 50 states, 60+ courts, the Electoral College, and Congress certified Biden's 2020 victory. No credible evidence of fraud sufficient to change the outcome was produced."
US::JV_0043,2025-12-01,JD Vance,United States,Primary,"Under Donald Trump, housing price growth slowed to about 1-2% mainly because of negative net migration and the administration's efforts to remove undocumented immigrants.",immigration/housing,TV interview (Fox News),,,Mostly False,FactCheck.org,https://www.factcheck.org/2025/12/vances-misleading-claims-on-housing-prices-and-illegal-immigration/,2025-12-10,,,,Unknown,fact-checked,,"FactCheck.org found home price growth slowed to ~1.6% but the deceleration began in early 2024 — months before Trump took office. Economists attribute the trend to high prices, elevated mortgage rates, demographic factors and buyer caution. Immigration played no demonstrated major role."
US::JV_0044,2025-02-14,JD Vance,United States,Primary,"The Scottish government began distributing letters to citizens whose houses lay within so-called Safe Access Zones, warning them that even private prayer within their own homes may amount to breaking the law.",foreign policy/conspiracy,Speech (Munich Security Conference),,,Misleading,AFP Fact Check,https://www.dw.com/en/jd-vance-free-speech-claims-debunked/a-71642886,2025-02-17,,,,Unknown,fact-checked,,DW Fact Check/AFP found Scotland's law bans protest activities outside abortion clinics within 200m — not prayer at home. The Scottish Parliament member who introduced the bill called Vance's claim 'shocking and shameless misinformation'.
US::JV_0045,2025-02-14,JD Vance,United States,Primary,"I look to Brussels, where EU commissars warn citizens that they intend to shut down social media during times of civil unrest the moment they spot what they've judged to be hateful content.",foreign policy/conspiracy,Speech (Munich Security Conference),,,Misleading,AFP Fact Check,https://www.dw.com/en/jd-vance-free-speech-claims-debunked/a-71642886,2025-02-17,,,,Unknown,fact-checked,,DW Fact Check found the EU Digital Services Act permits platform suspension only in extreme cases after all other remedies are exhausted — not simply upon spotting 'hateful content'. Vance omitted the multi-step due process required by the DSA.
US::LG_0001,2022-05-08,Lindsey Graham,United States,Primary,"""We're one of the seven nations in the world that allow abortion on demand at 20 weeks.""",abortion,TV interview,,,Half True,PolitiFact,https://www.politifact.com/factchecks/2022/may/13/lindsey-graham/fact-checking-lindsey-graham-us-allowing-abortions/,2022-05-13,,,,,fact-checked,fact-checked,
US::LG_0002,2021-12-12,Lindsey Graham,United States,Primary,"""The CBO says (the Build Back Better Act) is $3 trillion of deficit spending.""",economy,TV interview,,,False,PolitiFact,https://www.politifact.com/factchecks/2021/dec/14/lindsey-graham/sen-grahams-false-claim-about-build-back-better-ad/,2021-12-14,,,,,fact-checked,fact-checked,
US::LG_0003,2020-10-13,Lindsey Graham,United States,Primary,"""Under the Affordable Care Act, three states get 35% of the money, folks. Can you name them? I'll help you: California, New York and Massachusetts. They're 22% of the population.""",healthcare,Senate floor,,,Half True,PolitiFact,https://www.politifact.com/factchecks/2020/oct/28/lindsey-graham/graham-says-ny-calif-and-mass-get-over-third-aca-m/,2020-10-28,,,,,fact-checked,fact-checked,
US::LG_0004,2020-09-19,Lindsey Graham,United States,Primary,Graham repeatedly stated in 2016 and 2018 that a Supreme Court vacancy should not be filled in a presidential election year — then in 2020 reversed course and supported filling Justice Ginsburg's seat immediately before the election.,judicial/supreme court,Twitter/Senate floor,,,Full Flop,PolitiFact,https://www.politifact.com/factchecks/2020/sep/21/lindsey-graham/sen-lindsey-graham-flip-flops-filling-supreme-cour/,2020-09-21,,,,,fact-checked,fact-checked,Contributed to major Senate fundraising surge for Democratic challenger Jaime Harrison in South Carolina. Galvanised opposition to Amy Coney Barrett's confirmation.
US::LG_0005,2019-10-24,Lindsey Graham,United States,Primary,"""The House of Representatives is abandoning more than a century's worth of precedent and tradition in impeachment proceedings and denying President Trump basic fairness and due process accorded every American.""",other,Senate floor,,,False,PolitiFact,https://www.politifact.com/factchecks/2019/oct/28/lindsey-graham/graham-wrong-house-impeachment-inquiry-denies-trum/,2019-10-28,,,,,fact-checked,fact-checked,
US::LG_0006,2017-09-27,Lindsey Graham,United States,Primary,"""Block-granting welfare worked like a charm"" — used to justify the Graham-Cassidy healthcare bill.",healthcare,TV interview,,,Two Pinocchios,Washington Post Fact Checker,https://www.washingtonpost.com/news/fact-checker/wp/2017/09/27/senator-grahams-claim-that-1996-welfare-overhaul-worked-like-a-charm/,2017-09-27,,,,,fact-checked,fact-checked,
US::LG_0007,2015-06-02,Lindsey Graham,United States,Primary,"""The phone records will be in the hands of the phone companies with hundreds of people available to look at the records, versus 20 or 30 people in the government.""",other,TV interview,,,False,PolitiFact,https://www.politifact.com/factchecks/2015/jun/04/lindsey-graham/lindsey-graham-freedom-act-means-less-privacy-phon/,2015-06-04,,,,,fact-checked,fact-checked,
US::LG_0008,2015-03-08,Lindsey Graham,United States,Primary,"""The labor participation rate is at an all-time low.""",economy,TV interview,,,Mostly False,PolitiFact,https://www.politifact.com/factchecks/list/?category=&ruling=barely-true&speaker=lindsey-graham,2015-03-08,,,,,fact-checked,fact-checked,
US::LG_0009,2015-03-08,Lindsey Graham,United States,Primary,"""If you took every penny of the 1 percent, including their dog, you wouldn't even begin to balance the budget.""",economy,Rally speech,,,Mostly False,PolitiFact,https://www.politifact.com/article/2015/jun/01/lindsey-graham-truth-o-meter/,2015-03-08,,,,,fact-checked,fact-checked,
US::LG_0010,2014-10-05,Lindsey Graham,United States,Primary,"""We're taking the military budget under sequestration cuts down to the smallest Army since 1940, the smallest Navy since 1915.""",foreign policy,TV interview,,,Half True,PolitiFact,https://www.politifact.com/factchecks/2014/oct/05/lindsey-graham/lindsey-graham-army-smallest-1940-navy-smallest-19/,2014-10-05,,,,,fact-checked,fact-checked,
US::LG_0011,2014-08-10,Lindsey Graham,United States,Primary,"""Top U.S. intelligence officials have told every member of Congress, including the president, we're about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.""",foreign policy,TV interview,,,Half True,PolitiFact,https://www.politifact.com/factchecks/2014/aug/10/lindsey-graham/graham-us-intelligence-leaders-predicting-isis-att/,2014-08-10,,,,,fact-checked,fact-checked,
US::LG_0012,2010-07-28,Lindsey Graham,United States,Primary,"""People come here to have babies. They come here to drop a child. It's called 'drop and leave.'""",immigration,TV interview,,,Half True,PolitiFact,https://www.politifact.com/factchecks/2010/aug/06/lindsey-graham/illegal-immigrants-anchor-babies-birthright/,2010-08-06,,,,,fact-checked,fact-checked,
US::LG_0013,2010-03-24,Lindsey Graham,United States,Primary,"""The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.""",economy,TV interview,,,False,PolitiFact,https://www.politifact.com/factchecks/list/?category=&ruling=false&speaker=lindsey-graham,2010-03-01,,,,,fact-checked,fact-checked,
US::LG_0014,2009-04-26,Lindsey Graham,United States,Primary,"""The Geneva Convention did not apply, until 2005, to the war on terror.""",foreign policy,TV interview,,,Half True,PolitiFact,https://www.politifact.com/factchecks/2009/apr/28/lindsey-graham/sen-lindsey-graham-claims-geneva-conventions-didnt/,2009-04-28,,,,,fact-checked,fact-checked,
US::LG_0015,2015-08-06,Lindsey Graham,United States,Primary,"""The U.S. sends $300 billion overseas to buy oil from people who hate our guts.""",economy/foreign policy,TV debate,,,Misleading,FactCheck.org,https://www.factcheck.org/2015/08/factchecking-the-gop-debate-early-edition/,2015-08-07,,,,,fact-checked,fact-checked,
US::LG_0016,2024-08-06,Lindsey Graham,United States,Primary,"Minnesota Gov. Tim Walz signed ""legislation giving free college … to illegal immigrants.""",immigration,X/Twitter post,,,Mostly True,PolitiFact,https://www.politifact.com/factchecks/2024/aug/09/lindsey-graham/gov-tim-walz-signed-law-giving-some-minnesota-stud/,2024-08-09,,,,Unknown,fact-checked,,"PolitiFact found the claim is broadly accurate but too sweeping: Walz signed tuition aid bills covering students who are in the US illegally only if they meet several conditions (3+ years in Minnesota schools, income under $80k). Graham omitted key eligibility restrictions and the program is not described as ""free college."" No engagement figures published by PolitiFact."
US::LG_0017,2020-10-13,Lindsey Graham,United States,Primary,"Under the Affordable Care Act, three states receive 35% of the funding folks. … So, why do they obtain 35% of the funds when they represent merely 22% of the populace? That's how they structured the law; the more you expend, the more you gain.",healthcare,Senate Judiciary Committee hearing,,,Misleading,AP Fact Check,https://apnews.com/article/ap-fact-check-confirmation-hearings-amy-coney-barrett-judiciary-us-supreme-court-4ca09a4f3230eb1aee5a82308cffe8c3,2020-10-13,,,,Unknown,fact-checked,,"AP Fact Check rated the claim misleading. Graham implied that Democratic lawmakers rigged funding in the ACA for their home states. AP found this false: higher premiums in those states — driven by local cost-of-living factors, not political design — account for the difference. South Carolina's low share is largely because it declined to expand Medicaid, where the federal government covers 90% of costs."
US::LG_0018,2020-09-19,Lindsey Graham,United States,Primary,On confirming a Supreme Court justice nominee in a presidential election year [Graham stated in 2016 and 2018 that a vacancy should not be filled in an election year; in September 2020 he reversed and said he would support filling the vacancy immediately].,judicial/supreme court,X/Twitter post,,,Full Flop,PolitiFact,https://www.politifact.com/factchecks/2020/sep/21/lindsey-graham/sen-lindsey-graham-flip-flops-filling-supreme-cour/,2020-09-21,,,,Unknown,fact-checked,,"PolitiFact rated Full Flop on the Flip-O-Meter. In March 2016, Graham explicitly said: ""If there's a Republican president in 2016 and a vacancy occurs in the last year of the first term, you can say Lindsey Graham said let's let the next president … make that nomination. And you could use my words against me, and you'd be absolutely right."" He reiterated the position in October 2018. He then reversed within days of Justice Ginsburg's death."
US::LG_0019,2017-09-27,Lindsey Graham,United States,Primary,Block-granting welfare worked like a charm.,healthcare,Press conference / media remarks,,,Two Pinocchios,Washington Post Fact Checker,https://www.washingtonpost.com/news/fact-checker/wp/2017/09/27/senator-grahams-claim-that-1996-welfare-overhaul-worked-like-a-charm/,2017-09-27,,,,Unknown,fact-checked,,"Washington Post awarded Two Pinocchios. Graham used the 1996 welfare block-grant as a model for Graham-Cassidy. Fact Checker found that while caseloads fell, poverty did not decline; CBO data showed many families in need fell outside the TANF safety net; states were not held genuinely accountable for outcomes. Graham glossed over significant negative ramifications."
US::LG_0020,2015-08-06,Lindsey Graham,United States,Primary,I am tired of sending $300 billion overseas to buy oil from people who hate our guts.,economy/foreign policy,Rally speech,,,Misleading,FactCheck.org,https://www.factcheck.org/2015/08/factchecking-the-gop-debate-early-edition/,2015-08-06,,,,Unknown,fact-checked,,"FactCheck.org rated misleading. The $302 billion figure cited is the total cost of all US oil imports in 2014 — including from Canada (~1.24 billion barrels) and Mexico (307 million barrels), countries with favorable views of the US (68% and 66% approval respectively). Only a fraction (under $61 billion) came from Russia, Iraq and Saudi Arabia. The phrase 'people who hate our guts' is therefore a significant exaggeration."
US::LG_0021,2014-07-27,Lindsey Graham,United States,Primary,Russia has an economy the size of Italy.,foreign policy,TV interview (CNN),,,Mostly True,PolitiFact,https://www.politifact.com/factchecks/2014/jul/27/lindsey-graham/graham-russia-has-economy-size-italy/,2014-07-27,,,,Unknown,fact-checked,,"PolitiFact rated Mostly True. Measured by nominal GDP, Graham is correct — Russia's GDP is comparable to Italy's. However, measured by purchasing power parity (PPP), Russia's economy is substantially larger. The claim is accurate under one widely used metric but misleading under another equally legitimate one."
US::LG_0022,2013-02-14,Lindsey Graham,United States,Primary,"Nobody wants to displace a willing American worker, but I can tell you in South Carolina there are certain jobs, like in the meatpacking industry, that as an employer you can advertise all day long every day of the week and you're not going to get that workforce.",immigration,Senate hearing,,,Mostly True,PolitiFact,https://www.politifact.com/factchecks/2013/may/03/lindsey-graham/graham-points-hard-fill-jobs-immigration-debate/,2013-05-03,,,,Unknown,fact-checked,,"PolitiFact rated Mostly True. Evidence supports genuine labor shortages in South Carolina meatpacking and agriculture. However, Graham's statement lacked important context: experts noted that low wages and harsh conditions in those industries are a significant reason US workers avoid them — a policy-relevant factor he omitted."
US::LG_0023,2009-07-13,Lindsey Graham,United States,Primary,There was a time when someone like Scalia and Ginsburg got 95-plus votes.,judicial/supreme court,Senate hearing,,,True,PolitiFact,https://www.politifact.com/factchecks/2009/jul/13/lindsey-graham/supreme-court-nominees-got-senate-votes-big-margin/,2009-07-13,,,,Unknown,fact-checked,,PolitiFact rated True. Justice Antonin Scalia was confirmed 98–0 in 1986; Justice Ruth Bader Ginsburg was confirmed 96–3 in 1993. Graham's statement is accurate. Included here as a True check for completeness of Graham's full PolitiFact record.
US::LG_0024,2008-08-31,Lindsey Graham,United States,Primary,Joe Biden voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.,foreign policy,TV interview (ABC News),,,True,PolitiFact,https://www.politifact.com/factchecks/2008/sep/01/lindsey-graham/only-as-a-last-resort/,2008-09-01,,,,Unknown,fact-checked,,"PolitiFact rated True. All three claims about Biden checked out: he voted against the 1991 Gulf War authorization, opposed the 2007 surge of troops, and co-sponsored the Biden-Gelb plan for a soft partition of Iraq into autonomous regions. Included here for completeness of Graham's full PolitiFact record."
US::MG_0001,2020-12-14,Marjorie Taylor Greene,United States,Primary,"Without the widespread voter fraud, out-of-state voters, mail-in ballots from dead people, and 'discovery' of hidden ballots, we all know that President Trump wins our state in a landslide.",elections/voter fraud,Statement,,,Pants on Fire,PolitiFact,https://www.politifact.com/article/2021/feb/02/what-rep-marjorie-taylor-greene-has-said-about-ele/,2021-02-02,,,,no,fact-checked,Greene voted against certifying Biden's 2020 electoral votes on January 6 2021. Georgia was certified for Biden after three recounts; no evidence of widespread voter fraud found by state officials or courts.,PolitiFact round-up article (2021-02-02) documents and rates this claim Pants on Fire. Date of claim approx December 14 2020 per article text.
US::MG_0002,2021-01-19,Marjorie Taylor Greene,United States,Primary,"I know we're not a blue state. I know for a fact that President Trump won here in Georgia. I feel it 1,000%.",elections/voter fraud,TV interview (OANN),,,Pants on Fire,PolitiFact,https://www.politifact.com/article/2021/feb/02/what-rep-marjorie-taylor-greene-has-said-about-ele/,2021-02-02,,,,no,fact-checked,Stated the day before Biden's inauguration. Biden won Georgia by 11779 votes confirmed by two machine counts and one hand recount. Statement rated Pants on Fire.,Rating explicitly noted as Pants on Fire in PolitiFact article 2021-02-02. Said on OANN on Jan 19 2021.
US::MG_0003,2024-10-18,Marjorie Taylor Greene,United States,Primary,"Reports from Whitfield County, GA that Dominion machines are flipping votes. This is exactly the kind of fraud we saw in 2020.",elections/voter fraud,X/Twitter,,,Pants on Fire,PolitiFact,https://www.politifact.com/factchecks/2024/oct/23/marjorie-taylor-greene/marjorie-taylor-greene-says-dominion-voting-machin/,2024-10-23,,,,no,fact-checked,Spread during 2024 early voting period; Georgia state officials and Dominion publicly rebutted the claim. County elections supervisor confirmed single incident was user error; no machines removed from service.,Verified directly at PolitiFact URL. Also confirmed as false by AFP Fact Check (https://factcheck.afp.com/doc.afp.com.36KL244) on the same date.
US::MG_0004,2024-10-07,Marjorie Taylor Greene,United States,Primary,Patents dating back to the 1800s show that people can control the weather.,climate/conspiracy,X/Twitter,,,Pants on Fire,PolitiFact,https://www.politifact.com/factchecks/2024/oct/10/marjorie-taylor-greene/us-rep-marjorie-taylor-green-cited-patents-as-proo/,2024-10-10,,,,no,fact-checked,"President Biden publicly called the claim ""beyond ridiculous"" during Oct 9 Hurricane Milton response briefing. Claim spread amid Hurricane Helene/Milton disaster relief. Multiple meteorologists confirmed no technology exists to control or create hurricanes.",Full text of fact-check verified at PolitiFact URL. Greene repeated claim multiple times from Oct 3-9 2024.
